transaction_id,transaction_date,transaction_time,entity,transaction_type,transaction_user,type,serviceunit,amount,balance,reconciled,period,comment
1104[41].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.750531,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
1104[42].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.773022,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
1104[42].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.773022,job,acquired,zgqi,debit,cpu_hrs,24.0,99983507.0,yes,my2024,
1104[43].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.798267,job,acquired,zgqi,debit,cpu_hrs,24.0,99983483.0,yes,my2024,
1104[43].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.798267,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
1104[44].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.822429,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
1104[44].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.822429,job,acquired,zgqi,debit,cpu_hrs,24.0,99983459.0,yes,my2024,
1104[45].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.844679,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
1104[45].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.844679,job,acquired,zgqi,debit,cpu_hrs,24.0,99983435.0,yes,my2024,
1104[46].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.865947,job,acquired,zgqi,debit,cpu_hrs,24.0,99983411.0,yes,my2024,
1104[46].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.865947,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
1104[47].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.889162,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
1104[47].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.889162,job,acquired,zgqi,debit,cpu_hrs,24.0,99983387.0,yes,my2024,
1104[48].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:15.910157,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
